feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
-1.493348774670866,-1.7685467567497666,-4.463407721078804,-2.083577808289505,-0.9762087244401216,-0.8103836944249848,1
-2.3197156418474236,3.078039442721348,1.7307826781633988,0.8886900986742832,-3.457466592740232,0.963296604859499,0
-1.7155531713961207,-1.8071114149805385,0.1276585111388926,-0.9124128676156904,0.7733921272021924,0.0482802803994069,0
-1.4537018237497366,0.8633332598382082,-1.3669214869745494,-0.6125935660850788,-2.0228773088192376,-0.7043251902085312,1
1.503817982677001,1.6317019155478851,0.13755265132348404,0.9841170612668374,-0.6987557678148898,-0.42459357948019355,1
-0.46380254826489475,-0.830943921698353,-0.6125839198743831,-1.3199454353746987,0.8593831674321186,0.563459954183239,0
-1.7664542368407496,-2.334004312623469,-2.651172700050979,-0.3268850550499419,-1.0001429301000928,1.0620161767955376,0
2.2673494815840414,-2.098545042190335,2.297982605950537,2.527663253582263,2.608789244340813,0.43398982500670413,1
-0.09800269496248382,0.6505785055815242,-1.3158237166524998,-0.667213861309589,-0.8186059838464219,0.4855492953021359,1
-1.0840752639320153,1.1213178670930188,1.2056893834869393,1.3484951658557378,-1.8511952854712028,0.7551192439725588,0
-0.9252547060307115,-0.4974801013101897,-2.7218115514403745,-1.6610941401550323,-0.7208471098953908,1.0818261510402631,1
0.2937036807337625,1.8050291987018896,0.21925013087100065,-1.3642836889928929,0.10026659810608285,0.046771430840846465,1
-2.3562996882332077,-2.488630397628538,-1.3771768798145883,-0.28356601694530204,-0.5877064064359766,0.4412715345216878,0
-1.0110469473748354,-1.4825856162021824,-0.1969259513046011,-1.7667391078456873,1.4997674319195533,-0.9822400792231865,0
-0.9404795383849854,2.4878986982243596,0.6971622561121946,0.3189093697714116,-2.239924997531998,0.755901216596352,1
-2.0470371972062242,-1.7822811394048892,-4.750408424034729,-0.22301109425780874,-2.9270957068631365,0.6766479392992815,1
0.6855263528339532,-1.0788500347262282,1.1887496730609628,-0.8883929703340856,2.627034769895048,-0.041608457731060706,1
-2.5433281691865695,0.21714851395621582,-2.0058029432341855,-1.4708605058530906,-2.1066840009025487,-1.1161976113596896,1
-1.8591965020803924,0.11204489926939376,1.9843038219363391,-2.64899530124549,1.7368909040579283,-1.3133748664752432,0
-1.0286207113794736,-3.102585925945402,-2.452657050039016,-1.2925654527730304,0.9111387775726882,-0.6352916046860899,0
-1.078283444942162,-2.506281078042369,0.3503142011827802,-0.28903839820357424,1.3937723722272641,0.17865072858903483,0
1.0421582295411882,-1.6082948143523055,1.2757116489657487,-0.14501485641269785,2.7542144268826556,-1.4420595418582098,1
1.6478013381827963,-1.906536402916839,1.7431542387857675,2.4554940955730475,1.745486136904597,-0.4438583504493367,1
-1.1321382246258898,-1.4800291544850792,-1.2462153135147518,-0.5552854685953545,-0.12250734541656177,-1.0174050212897083,0
1.6777690140113388,0.2831741541757735,0.8765293031627556,1.801333073143974,0.20449270008574233,0.4569673645334697,1
-1.421081749620431,0.014899088303588992,2.4130107868862543,0.4117453906321795,0.09990026563096999,0.3390544511329788,0
1.9654175695810443,-1.0554676419795155,1.695211458606296,3.1965848623942925,0.8005840322346116,0.07176343071505195,1
-0.039376572352817774,0.045849237997726444,-0.4057602129388307,-2.1697322547906905,1.3122695581963404,-1.0114220713710964,0
-0.6827482462779928,-1.2526742883087947,-2.0094246991654625,-1.1369814088865742,0.020061640752138843,1.3040884600469949,0
-2.2696949851513777,-2.7147612922434816,-1.5895306119575638,-0.530949581892798,-0.31004115881068894,0.7912090390128811,0
-0.6667804917325362,-3.2706957339715435,1.7276917655694595,0.5347895359175323,2.4397897409467135,0.8922497157536254,1
-3.0838525717788743,-2.9541525251728826,-1.0982646573005634,-0.8824106711355792,-0.17707869701108403,-0.7661924712634459,0
1.9036127995263776,0.43731555666023403,1.0770720290295048,0.28569241785012056,1.5103764273387628,-2.0598049874083224,1
-1.5038829636833557,1.8094799483524833,-0.3391606007438689,-1.2313684624471481,-1.6422257759325836,0.30612070101196,1
-2.143659474170496,-2.812084711057018,0.7881310925584488,0.15270748190339978,0.7676896588167126,-0.49726396663617856,0
-1.2012535117557326,-2.7838457224448225,-0.8106418623828493,-0.6499226725756125,1.0702238465447869,-1.9627075800084366,0
1.0836232487559014,-2.167726086144633,2.195607643950863,1.2214272557884478,2.7094301935212313,2.26425812793778,1
-0.27750944825775203,1.9055267760327619,-0.02745763084881203,-0.554572832319163,-1.136038840877976,1.019591813030795,1
1.2039916045260322,-1.5669646013401,1.7996739457704063,-0.22626708102910742,3.217962913168062,-1.096785837449347,1
0.1591274889516655,-1.7894999457492644,1.5473513115813882,-1.309730558921812,3.2705550304370057,-2.364902425390615,1
2.1152118470635837,0.21808825079247285,0.9848270534796326,3.2045997481208834,-0.41289576575230075,-0.8343130740405719,1
-1.5302080683479566,-1.364549653653675,-0.9426954664381212,-0.579991699103837,-0.29154610437349254,0.10852127607235619,0
1.6341491891293893,0.6717228039330754,0.04058213497484553,1.8833306252196829,-0.6616297096121427,0.11036885671691517,1
-0.14250961865802236,1.7204149543079854,-0.8158850366285368,-2.5879760783605903,0.13285905970550171,-1.8587273710936711,0
-1.1522128753398388,-0.8015458134202447,-0.9558736871433596,-1.0592189059368096,-0.061317705020412214,1.558721212843437,0
-0.9556659288042781,-1.3293182646840833,-1.3567693476713947,-1.6765793312992976,0.6693423304294274,-0.17742043820849684,0
-0.022474713353491937,-2.0748122476767126,0.5687704192246712,0.1905815464988776,1.6327069820727254,0.5549401995673372,0
-1.0103266963744726,0.4411810290481518,1.1003609394403364,4.226328941272127,-3.529800993020085,0.7193514492908354,0
-0.2959609105309463,0.8556923876098197,-0.47697809702082083,-1.2027038963597156,-0.20301594912367715,0.21480752287701615,0
-0.5946889932623689,-0.0709343924779744,0.8277312030019018,-1.6991682296291786,1.3807108908964998,-1.3852570895073022,0
-0.3953846680549773,1.6035434789089074,0.7748659492582926,-1.0820029070140982,-0.13596951987501127,-0.0923413629918523,0
-0.37291128086623626,0.5479123169740617,0.25903132030775167,-1.630131967834991,0.7164951024091476,1.2923332141681654,0
-1.9301409842860857,1.3454430434679412,3.866743672170021,-0.5853657349236221,0.4164787715460949,0.6139584082708136,0
-2.987923050890516,-2.43574671304375,-1.1355154913775996,-0.5651648934456195,-0.728326467154724,0.6969855223430569,0
-0.9837907878373213,-0.6665888160365628,-1.1440515514117993,-1.2938756741648072,0.028517075955667742,0.8811231392795259,0
-0.00021760376819002225,0.12051801544609098,-2.0578712444165,-2.0298668431357503,0.19238202642756508,-1.3937933664700233,1
-0.5724259582743828,-0.059316863611313275,0.6328020573817339,0.7027587084654248,-0.5177843324445941,-0.4344807125496473,0
-0.8566268379896171,1.7592685813134437,0.711321712679509,-1.155991670102885,-0.5626621526596242,-1.84391478826528,0
1.6384216294274307,0.17391051130239044,0.4983806944314819,1.8684837686713773,-0.024814314419942557,1.3747989145631654,1
-1.7189852588082024,-1.66826551973857,-1.0867376567829532,-1.6963070310178427,0.5287838782921159,0.026127472935788817,0
-1.2694000114347455,1.8998975232395612,0.058952353990439965,-0.08916138956539177,-2.14709980048367,-0.9283716698222197,1
-0.7328775392547768,1.3608595434006001,1.1055819420329753,-0.825362130009763,-0.20408902794382439,-0.5823075695327627,0
-1.9310281623187655,-1.5486854488660196,-1.4523319303013542,-2.0604560677677117,0.34308928224345137,1.0873568257159645,0
